"Title","Work Item Type","Priority","Severity","State","Description","Acceptance Criteria","Tags"
"P1-036: AVM Bicep modules cross-repo dependency","Bug","2","2 - High","New","Finding: P1-036: AVM Bicep modules cross-repo dependency

Priority: P1

Resiliency Related: Yes

Issue: `infra/main.bicep` consumes Azure Verified Modules from `br/public:` without strict version pinning in several places. In the single-region → active/active rollout the two regions are typically deployed at different times; an upstream module change between deployments drifts the secondary region from the primary, breaking the symmetric topology that every other P1 fix depends on.

File: infra/main.bicep

```bicep
// Floating / unpinned AVM references
module cosmos 'br/public:avm/res/document-db/database-account:0.9.2' = { /* ... */ }
module aca 'br/public:avm/res/app/managed-environment:0.x.y' = { /* ... */ }
module web 'br/public:avm/res/web/site:0.x.y' = { /* ... */ }
```

Recommended Fix: Replace floating `0.x.y` versions with exact pins, mirror critical AVMs to `br:<acr>.azurecr.io/bicep/modules/...`, and switch consumers to the private alias defined in `bicepconfig.json`.","Replace floating `0.x.y` versions with exact pins, mirror critical AVMs to `br:<acr>.azurecr.io/bicep/modules/...`, and switch consumers to the private alias defined in `bicepconfig.json`.","resiliency;P1-036"
"P1-037: `agent_framework` SDK pre-release pins","Bug","2","2 - High","New","Finding: P1-037: `agent_framework` SDK pre-release pins

Priority: P1

Resiliency Related: Yes

Issue: `pyproject.toml` pins `agent_framework` (and related Azure AI packages) to pre-release versions. Pre-release wheels can be republished or yanked, so two image builds days apart can ship different runtime semantics. As the application moves from single-region to active/active, the `{secondaryRegion}` image rebuilt later may behave subtly differently from `{primaryRegion}`, defeating ""build once, deploy both regions.""

File: src/backend/pyproject.toml

```text
[project]
dependencies = [
 ""agent_framework>=1.0.0rc1"",
 ""azure-cosmos>=4.7.0"",
 ""azure-identity>=1.17.0"",
]
```

Recommended Fix: Switch every pre-release pin to an exact version, generate `requirements.lock` with `pip-compile --generate-hashes`, install with `--require-hashes`, mirror locked wheels to a private feed, and build the image once.","Switch every pre-release pin to an exact version, generate `requirements.lock` with `pip-compile --generate-hashes`, install with `--require-hashes`, mirror locked wheels to a private feed, and build the image once.","resiliency;P1-037"
"P1-038: MCP shared image single-FQDN","Bug","2","2 - High","New","Finding: P1-038: MCP shared image single-FQDN

Priority: P1

Resiliency Related: Yes

Issue: The MCP Container App image and endpoint resolve through a single FQDN tied to one region (cross-ref P0-022 / P1-019). During the move from single-region to active/active, MCP cannot cold-start in `{secondaryRegion}` if the upstream ACR is impaired, and the backend cannot fail over to a peer MCP because `app_config` does not know there is one.

File: infra/main.bicep:140-160

```bicep
// single MCP Container App in primary region pulling from external ACR
resource mcp 'Microsoft.App/containerApps@2024-03-01' = {
 name: 'ca-mcp-${solutionPrefix}'
 properties: {
 template: {
 containers: [ { image: 'biabcontainerreg.azurecr.io/mcp:latest' } ]
 }
 }
}
```

Recommended Fix: Mirror the MCP image into the geo-replicated customer ACR, deploy MCP in both regions with the same digest, expose `MCP_ENDPOINT_PRIMARY` / `MCP_ENDPOINT_SECONDARY` env, and resolve the local URL with a `mcp.fallback` metric on peer use.","Mirror the MCP image into the geo-replicated customer ACR, deploy MCP in both regions with the same digest, expose `MCP_ENDPOINT_PRIMARY` / `MCP_ENDPOINT_SECONDARY` env, and resolve the local URL with a `mcp.fallback` metric on peer use.","resiliency;P1-038"
"P1-039: Foundry agent metadata seed coupling","Bug","2","2 - High","New","Finding: P1-039: Foundry agent metadata seed coupling

Priority: P1

Resiliency Related: Yes

Issue: Agent definitions in `data/agent_teams/*.json` are seeded into the Foundry Project at deploy time by an operator-run script. Moving from single-region to active/active introduces drift risk: if the seed step is skipped during the secondary-region deploy, or customer-authored teams are added via the UI to one region only, agent metadata diverges across regions and the same plan produces different agents in `{primaryRegion}` vs `{secondaryRegion}`.

File: data/agent_teams/

```python
# scripts/reseed_agent_teams.py — current
async def reseed():
 proj = AIProjectClient(endpoint=os.environ[""AZURE_AI_PROJECT_ENDPOINT""], credential=cred)
 for path in glob.glob(""data/agent_teams/*.json""):
 team = json.loads(open(path).read())
 await proj.agents.create(body=team) # not idempotent; single endpoint
```

Recommended Fix: Convert seeding to idempotent upserts keyed by `team_id`, run reseed against both regional Foundry Projects in the same CI job, snapshot customer-authored teams to Cosmos + blob, and add a daily drift check.","Convert seeding to idempotent upserts keyed by `team_id`, run reseed against both regional Foundry Projects in the same CI job, snapshot customer-authored teams to Cosmos + blob, and add a daily drift check.","resiliency;P1-039"
"P1-040: Web App `/health` static literal; MCP HEALTHCHECK unregistered","Bug","2","2 - High","New","Finding: P1-040: Web App `/health` static literal; MCP HEALTHCHECK unregistered

Priority: P1

Resiliency Related: Yes

Issue: The frontend `/health` returns the literal string `""OK""` regardless of dependency state, and the MCP container has no Docker `HEALTHCHECK` and no `/healthz` route registered in `mcp_server.py`. Moving from single-region to active/active depends on the GLB choosing a healthy region per request, but the GLB cannot distinguish a serving origin from a hung process when both reply 200 to a static literal.

File: src/App/frontend_server.py

```python
@app.get(""/health"")
async def health():
 return ""OK"" # static literal — always 200
```

Recommended Fix: Replace the static literal with a real liveness route, add `/healthz/ready` that probes downstream dependencies, register both routes in `mcp_server.py`, add a Docker `HEALTHCHECK`, and wire Container App probes plus GLB origin probes to `/healthz/ready`.","Replace the static literal with a real liveness route, add `/healthz/ready` that probes downstream dependencies, register both routes in `mcp_server.py`, add a Docker `HEALTHCHECK`, and wire Container App probes plus GLB origin probes to `/healthz/ready`.","resiliency;P1-040"
"P1-041: Retry coverage limited to OpenAI 429","Bug","2","2 - High","New","Finding: P1-041: Retry coverage limited to OpenAI 429

Priority: P1

Resiliency Related: Yes

Issue: Retry logic exists only around the OpenAI 429 path. Cosmos 503, Search 503, Foundry transient errors, and Storage `ServiceRequestError` all surface immediately as user-visible 5xx. In a single-region setup the inconsistency hurts UX; in active/active there is no shared retry budget, so a single transient blip in any non-OpenAI dependency aborts plans that could have ridden out a sub-second disturbance.

File: src/backend/common/resilience/azure_retry.py

```python
# (file does not exist; retries scattered across modules,
# only OpenAI 429 path has a tight loop)
```

Recommended Fix: Create a shared `azure_retry` module exposing a `with_retry(dependency, attempts, ceiling)` decorator built on `tenacity`, define per-dependency budgets (Cosmos 5×8s, Search 3×4s, Foundry 3×8s, Storage 4×8s, OpenAI 5×60s), and apply at every SDK call site.","Create a shared `azure_retry` module exposing a `with_retry(dependency, attempts, ceiling)` decorator built on `tenacity`, define per-dependency budgets (Cosmos 5×8s, Search 3×4s, Foundry 3×8s, Storage 4×8s, OpenAI 5×60s), and apply at every SDK call site.","resiliency;P1-041"
"P1-042: DefaultAzureCredential / MIC without `tenant_id`","Bug","2","2 - High","New","Finding: P1-042: DefaultAzureCredential / MIC without `tenant_id`

Priority: P1

Resiliency Related: Yes

Issue: `DefaultAzureCredential` and `ManagedIdentityCredential` are constructed without an explicit `tenant_id`. As the application moves from single-region to active/active, multi-tenant or guest scenarios can resolve to the wrong tenant in either region, producing intermittent `AADSTS50020`/`AADSTS500011` failures that look transient but are deterministic per user — and behave inconsistently across `{primaryRegion}` and `{secondaryRegion}`.

File: src/backend/common/config/app_config.py:131,133,150,152

```python
from azure.identity.aio import DefaultAzureCredential, ManagedIdentityCredential

self.credential = DefaultAzureCredential() # no tenant_id
self._mic = ManagedIdentityCredential(client_id=os.environ.get(""AZURE_CLIENT_ID""))
```

Recommended Fix: Read `tenant_id = os.environ[""AZURE_TENANT_ID""]` at `AppConfig` init (fail fast if missing), pass `tenant_id` / `additionally_allowed_tenants` to credential constructors, and add middleware that asserts the Easy-Auth `tid` claim matches `AZURE_TENANT_ID`.","Read `tenant_id = os.environ[""AZURE_TENANT_ID""]` at `AppConfig` init (fail fast if missing), pass `tenant_id` / `additionally_allowed_tenants` to credential constructors, and add middleware that asserts the Easy-Auth `tid` claim matches `AZURE_TENANT_ID`.","resiliency;P1-042"
"P1-043: No retry / backoff / fallback on `get_access_token`","Bug","2","2 - High","New","Finding: P1-043: No retry / backoff / fallback on `get_access_token`

Priority: P1

Resiliency Related: Yes

Issue: `get_access_token` calls the credential directly with no retry, no jitter, and no fallback credential source. Moving from single-region to active/active makes a transient Entra ID token-endpoint glitch a hard 5xx for the user request that triggered it in either region, with no in-memory cache to ride out the blip — every request re-hits Entra ID.

File: src/backend/common/config/app_config.py:170-176

```python
async def get_access_token(self, scope: str) -> str:
 tok = await self._mic.get_token(scope) # no retry, no fallback, no cache
 return tok.token
```

Recommended Fix: Wrap `get_token` with `tenacity` (4 attempts, jittered exponential up to 8s) on `ClientAuthenticationError`, cache tokens until close to expiry, and on permanent MIC failure attempt `DefaultAzureCredential` once before giving up.","Wrap `get_token` with `tenacity` (4 attempts, jittered exponential up to 8s) on `ClientAuthenticationError`, cache tokens until close to expiry, and on permanent MIC failure attempt `DefaultAzureCredential` once before giving up.","resiliency;P1-043"
"P1-044: Single UAMI sole RBAC subject across data planes","Bug","2","2 - High","New","Finding: P1-044: Single UAMI sole RBAC subject across data planes

Priority: P1

Resiliency Related: Yes

Issue: A single UAMI is the RBAC principal on Cosmos, Foundry, OpenAI, Search, Storage, and ACR. Moving from single-region to active/active does not isolate blast radius: a misconfigured role assignment, an accidental delete, or a rotation issue takes down access to every data plane in both regions simultaneously, and `{primaryRegion}` and `{secondaryRegion}` share the same single point of identity failure.

File: infra/main.bicep:384-388

```bicep
resource uami 'Microsoft.ManagedIdentity/userAssignedIdentities@2023-01-31' = {
 name: 'id-${solutionPrefix}'
 location: location
}
// same UAMI used as RBAC principal on every data plane
```

Recommended Fix: Split UAMIs by data-plane responsibility (`uami-data`, `uami-ai`, `uami-runtime`), assign only the narrowest role per plane (Cosmos `Cosmos DB Built-in Data Contributor`, Search `Search Index Data Reader` + `Search Service Contributor`, Storage `Storage Blob Data Contributor`, Foundry `Cognitive Services User`, ACR `AcrPull`), and add a startup self-test against each plane.","Split UAMIs by data-plane responsibility (`uami-data`, `uami-ai`, `uami-runtime`), assign only the narrowest role per plane (Cosmos `Cosmos DB Built-in Data Contributor`, Search `Search Index Data Reader` + `Search Service Contributor`, Storage `Storage Blob Data Contributor`, Foundry `Cognitive Services User`, ACR `AcrPull`), and add a startup self-test against each plane.","resiliency;P1-044"
"P1-045: Container Apps `ingressExternal: true`","Bug","2","2 - High","New","Finding: P1-045: Container Apps `ingressExternal: true`

Priority: P1

Resiliency Related: Yes

Issue: The backend Container App is configured with `ingressExternal: true` unconditionally and is publicly reachable. Moving from single-region to active/active means both regions expose the backend publicly once GLB routes traffic, bypassing the GLB / App Gateway and inflating attack surface across both regions during cutover.

File: infra/main.bicep:1217

```bicep
module backend 'br/public:avm/res/app/container-app:0.x.y' = {
 params: {
 ingressExternal: true
 ingressTargetPort: 8000
 }
}
```

Recommended Fix: Replace `ingressExternal: true` with `external: !enablePrivateNetworking`; in private mode front the Container App with an internal App Gateway / GLB origin via Private Link; in public mode keep external true but enforce CORS allow-list (cross-ref P2-017) and Easy Auth (cross-ref P0-026).","Replace `ingressExternal: true` with `external: !enablePrivateNetworking`; in private mode front the Container App with an internal App Gateway / GLB origin via Private Link; in public mode keep external true but enforce CORS allow-list (cross-ref P2-017) and Easy Auth (cross-ref P0-026).","resiliency;P1-045"
"P1-046: App Service publicNetworkAccess Enabled","Bug","2","2 - High","New","Finding: P1-046: App Service publicNetworkAccess Enabled

Priority: P1

Resiliency Related: Yes

Issue: The App Service is created with `publicNetworkAccess: 'Enabled'` regardless of `enablePrivateNetworking`. Moving from single-region to active/active means the SPA origin is publicly reachable in both regions outside the GLB / Front Door path, so direct-to-origin requests bypass GLB-controlled routing, WAF, and rate limits — the active/active topology no longer enforces a single ingress contract.

File: infra/main.bicep:1572

```bicep
resource webApp 'Microsoft.Web/sites@2023-12-01' = {
 name: 'app-${solutionPrefix}'
 properties: {
 serverFarmId: webPlan.id
 publicNetworkAccess: 'Enabled' // Always enabling the public network access for Web App
 }
}
```

Recommended Fix: Set `publicNetworkAccess: enablePrivateNetworking ? 'Disabled' : 'Enabled'`, in public mode allow only `AzureFrontDoor.Backend` with `x-azure-fdid` header, and in private mode provision a Private Endpoint and bind the GLB to the PE-fronted FQDN. Mirror across both regions.","Set `publicNetworkAccess: enablePrivateNetworking ? 'Disabled' : 'Enabled'`, in public mode allow only `AzureFrontDoor.Backend` with `x-azure-fdid` header, and in private mode provision a Private Endpoint and bind the GLB to the PE-fronted FQDN. Mirror across both regions.","resiliency;P1-046"
"P2-001: Application Insights single regional component","Task","3","3 - Medium","New","Finding: P2-001: Application Insights single regional component

Priority: P2

Resiliency Related: No

Issue: Application Insights is provisioned as a single regional component gated on `enableMonitoring`, and the connection string is treated as a required environment variable. Telemetry topology behaves identically in single-region and active/active deployments, but a missed `enableMonitoring=true` toggle silently disables monitoring across the entire surface. The gap is observability coverage hygiene, not failover.

File: infra/main.bicep:366-379

```bicep
module appInsights 'br/public:avm/res/insights/component:0.x.y' = if (enableMonitoring) {
 name: 'appi-${location}'
 params: {
 name: 'appi-${solutionPrefix}-${location}'
 workspaceResourceId: logAnalytics.outputs.resourceId
 location: location
 }
}
```

Recommended Fix: Default `enableMonitoring=true` for non-dev environments, provision an Application Insights component per region bound to the local Log Analytics workspace, and treat `APPLICATIONINSIGHTS_CONNECTION_STRING` as optional in `app_config` with a degraded-mode startup banner. Surface the resolved telemetry region in `/healthz` output so operators can verify wiring.","Default `enableMonitoring=true` for non-dev environments, provision an Application Insights component per region bound to the local Log Analytics workspace, and treat `APPLICATIONINSIGHTS_CONNECTION_STRING` as optional in `app_config` with a degraded-mode startup banner. Surface the resolved telemetry region in `/healthz` output so operators can verify wiring.","resiliency;P2-001"
"P2-002: Log Analytics workspace single-region by default","Task","3","3 - Medium","New","Finding: P2-002: Log Analytics workspace single-region by default

Priority: P2

Resiliency Related: No

Issue: The Log Analytics workspace is single-region by default; cross-region replication is gated on `enableRedundancy` with the replica region fixed by a hard-coded paired-region map. Workspace topology is a deploy-time IaC choice that behaves identically at runtime in single-region and active/active. The gap is best-practice coverage of the workspace contract, not failover behaviour.

File: infra/main.bicep:290-340

```bicep
param logAnalyticsReplicaLocation string = paired[location]
module logAnalytics 'br/public:avm/res/operational-insights/workspace:0.x.y' = {
 params: {
 replication: enableRedundancy ? { location: logAnalyticsReplicaLocation } : null
 }
}
```

Recommended Fix: Default `enableRedundancy=true` in production parameter files, expose a `logAnalyticsReplicaLocation` parameter that overrides the paired-region map, and document the BYO workspace pattern in `docs/re-use-log-analytics.md`.","Default `enableRedundancy=true` in production parameter files, expose a `logAnalyticsReplicaLocation` parameter that overrides the paired-region map, and document the BYO workspace pattern in `docs/re-use-log-analytics.md`.","resiliency;P2-002"
"P2-003: Cosmos paired-region table covers only 10 regions","Task","3","3 - Medium","New","Finding: P2-003: Cosmos paired-region table covers only 10 regions

Priority: P2

Resiliency Related: No

Issue: The `cosmosDbZoneRedundantHaRegionPairs` lookup table in `infra/main.bicep` enumerates only 10 regions, and the variable `cosmosDbHaLocation = cosmosDbZoneRedundantHaRegionPairs[location]` returns `null` if the deploy `location` is not a key. This is an IaC-completeness gap whose behavior is identical in single-region and active/active deployments — once a supported region is chosen, runtime is unaffected. The risk is a silent deploy-time disablement of HA wiring rather than a regional failover concern.

File: infra/main.bicep:191-203

```bicep
var cosmosDbZoneRedundantHaRegionPairs = {
 australiaeast: 'uksouth'
 centralus: 'eastus2'
 eastasia: 'southeastasia'
 eastus: 'centralus'
 eastus2: 'centralus'
 japaneast: 'australiaeast'
 northeurope: 'westeurope'
 southeastasia: 'eastasia'
 uksouth: 'westeurope'
 westeurope: 'northeurope'
}
var cosmosDbHaLocation = cosmosDbZoneRedundantHaRegionPairs[location]
```

Recommended Fix: Replace the silent `null` fallback with a Bicep `assert` that fails the deployment when `location` is not in the table, and add a `cosmosDbHaLocationOverride` parameter so operators can explicitly opt in for unlisted regions. Cite the canonical Microsoft paired-regions documentation in a Bicep comment so future maintainers can refresh the table.","Replace the silent `null` fallback with a Bicep `assert` that fails the deployment when `location` is not in the table, and add a `cosmosDbHaLocationOverride` parameter so operators can explicitly opt in for unlisted regions. Cite the canonical Microsoft paired-regions documentation in a Bicep comment so future maintainers can refresh the table.","resiliency;P2-003"
"P2-004: Cosmos `defaultConsistencyLevel` not set","Task","3","3 - Medium","New","Finding: P2-004: Cosmos `defaultConsistencyLevel` not set

Priority: P2

Resiliency Related: No

Issue: The Cosmos AVM module call does not pin `defaultConsistencyLevel`, so the account inherits the AVM default (`Session`) implicitly. Runtime behaviour is identical in single-region and active/active because the level is the same in both, but the contract is unverifiable from IaC and can drift under module upgrades. The gap is contract-clarity hygiene.

File: infra/main.bicep:1043-1128

```bicep
consistencyPolicy: {
 defaultConsistencyLevel: 'Session'
}
```

Recommended Fix: Pin `defaultConsistencyLevel: 'Session'` (or the chosen level) on the Cosmos AVM call, document the chosen level in `docs/`, and emit a startup log line recording the resolved account-level consistency.","Pin `defaultConsistencyLevel: 'Session'` (or the chosen level) on the Cosmos AVM call, document the chosen level in `docs/`, and emit a startup log line recording the resolved account-level consistency.","resiliency;P2-004"
"P2-005: Hot-path queries miss `/session_id` partition key","Task","3","3 - Medium","New","Finding: P2-005: Hot-path queries miss `/session_id` partition key

Priority: P2

Resiliency Related: No

Issue: Multiple hot-path Cosmos queries (`get_plan_by_plan_id`, `get_all_plans`, `get_team*`, `delete_plan_by_plan_id`) omit `session_id`, forcing cross-partition fan-out on every call. Query shape is inefficient regardless of region count, and behaves identically in single-region and active/active. The gap is query-shape performance hygiene.

File: src/backend/common/database/cosmosdb.py:189-200

```python
async def get_plan_by_plan_id(self, plan_id: str, session_id: str) -> Plan | None:
 query = ""SELECT * FROM c WHERE c.id = @id AND c.data_type = 'plan'""
 params = [{""name"": ""@id"", ""value"": plan_id}]
 async for item in self._container.query_items(
 query=query, parameters=params, partition_key=session_id
 ):
 return Plan(**item)
 return None
```

Recommended Fix: Thread `session_id` (or the model's partition key) through callers and pass `partition_key=` on `query_items` and `read_item`. For lookups that genuinely span sessions, add a secondary index strategy (materialized view container) and add an integration test asserting an RU charge ceiling per query.","Thread `session_id` (or the model's partition key) through callers and pass `partition_key=` on `query_items` and `read_item`. For lookups that genuinely span sessions, add a secondary index strategy (materialized view container) and add an integration test asserting an RU charge ceiling per query.","resiliency;P2-005"
"P2-006: `DatabaseFactory` not closed on lifespan shutdown","Task","3","3 - Medium","New","Finding: P2-006: `DatabaseFactory` not closed on lifespan shutdown

Priority: P2

Resiliency Related: No

Issue: `DatabaseFactory.close_all()` exists but is never invoked from the FastAPI `lifespan` shutdown hook, leaving the cached `CosmosClient` open until process exit. Resource leak only manifests at shutdown, identically in single-region and active/active deployments. The gap is lifecycle hygiene around SDK client cleanup.

File: src/backend/common/database/database_factory.py:39-58

```python
from contextlib import asynccontextmanager
from common.database.database_factory import DatabaseFactory

@asynccontextmanager
async def lifespan(app: FastAPI):
 yield
 await DatabaseFactory.close_all()
```

Recommended Fix: Await `DatabaseFactory.close_all()` after `yield` in the FastAPI `lifespan` context manager, audit other singletons (Search, Storage, OpenAI) for matching `aclose` hooks, and add a unit test that exercises lifespan shutdown.","Await `DatabaseFactory.close_all()` after `yield` in the FastAPI `lifespan` context manager, audit other singletons (Search, Storage, OpenAI) for matching `aclose` hooks, and add a unit test that exercises lifespan shutdown.","resiliency;P2-006"
"P2-007: Cosmos backup policy not set in IaC","Task","3","3 - Medium","New","Finding: P2-007: Cosmos backup policy not set in IaC

Priority: P2

Resiliency Related: No

Issue: The Cosmos AVM module call does not pass `backupPolicyType` or related fields, so the account inherits the default 4-hour periodic policy. Backup posture is identical regardless of region count, and serverless mode also blocks continuous backup (PITR). The gap is data-protection best practice, not regional failover.

File: infra/main.bicep:1043-1128

```bicep
backupPolicy: {
 type: 'Continuous'
 continuousModeProperties: { tier: 'Continuous30Days' }
}
```

Recommended Fix: Pin `backupPolicyType` and retention on the Cosmos AVM module, evaluate moving off serverless to enable `Continuous` (PITR) where the SKU allows, and document the chosen RPO in `docs/`.","Pin `backupPolicyType` and retention on the Cosmos AVM module, evaluate moving off serverless to enable `Continuous` (PITR) where the SKU allows, and document the chosen RPO in `docs/`.","resiliency;P2-007"
"P2-008: Storage blob versioning / PITR / change feed disabled","Task","3","3 - Medium","New","Finding: P2-008: Storage blob versioning / PITR / change feed disabled

Priority: P2

Resiliency Related: No

Issue: The Storage `blobServices` block sets only soft-delete and access tracking; `isVersioningEnabled`, `restorePolicy`, and `changeFeed` are not configured. Blob protection posture is identical in single-region and active/active. The gap is data-protection hygiene, not regional failover behaviour.

File: infra/main.bicep:1642-1684

```bicep
blobServices: {
 isVersioningEnabled: true
 restorePolicy: { enabled: true, days: 7 }
 changeFeed: { enabled: true, retentionInDays: 7 }
 deleteRetentionPolicy: { enabled: true, days: 7 }
}
```

Recommended Fix: Enable `isVersioningEnabled: true` with a `restorePolicy` window of at least 7 days, enable `changeFeed.enabled: true` for audit and replay, and document blob retention in the operator guide.","Enable `isVersioningEnabled: true` with a `restorePolicy` window of at least 7 days, enable `changeFeed.enabled: true` for audit and replay, and document blob retention in the operator guide.","resiliency;P2-008"
"P2-009: `upload-batch --overwrite` without concurrency control","Task","3","3 - Medium","New","Finding: P2-009: `upload-batch --overwrite` without concurrency control

Priority: P2

Resiliency Related: No

Issue: All `az storage blob upload-batch` calls use `--overwrite` with no ETag or `If-None-Match` guard, so a second operator running the same script clobbers the first one's uploads. Bulk-upload script behaviour is identical regardless of region count. The gap is operator-script idempotency hygiene, not regional failover.

File: infra/scripts/Selecting-Team-Config-And-Data.ps1:702

```powershell
az storage blob lease acquire --container-name $container --blob-name ""upload.lock"" --lease-duration 60
$runId = [guid]::NewGuid().ToString()
az storage blob upload-batch --overwrite --metadata ""runId=$runId""
az storage blob lease release --container-name $container --blob-name ""upload.lock""
```

Recommended Fix: Maintain a manifest blob recording the last-good upload and operator id, acquire a lease on a `lock` blob before running the batch, and stamp uploaded blobs with a run id metadata header.","Maintain a manifest blob recording the last-good upload and operator id, acquire a lease on a `lock` blob before running the batch, and stamp uploaded blobs with a run id metadata header.","resiliency;P2-009"
"P2-010: Cosmos `Session` consistency not pinned","Task","3","3 - Medium","New","Finding: P2-010: Cosmos `Session` consistency not pinned

Priority: P2

Resiliency Related: No

Issue: Cosmos `Session` consistency is inherited from AVM defaults, and per-replica `CosmosClient` instances scope session tokens locally. Runtime behaviour is identical in single-region and active/active because the level is the same in both, but the contract is unverifiable from code. The gap is contract-clarity hygiene parallel to P2-004.

File: src/backend/common/database/cosmosdb.py:62-64

```python
CosmosClient(
 url=endpoint,
 credential=credential,
 consistency_level=""Session"",
)
```

Recommended Fix: Pin `consistency_level=""Session""` on `CosmosClient` construction. If session continuity matters across requests, propagate the response session token through cookies or headers to the next request, and add tests for read-your-writes within a session.","Pin `consistency_level=""Session""` on `CosmosClient` construction. If session continuity matters across requests, propagate the response session token through cookies or headers to the next request, and add tests for read-your-writes within a session.","resiliency;P2-010"
"P2-011: Telemetry exporter drops events silently","Task","3","3 - Medium","New","Finding: P2-011: Telemetry exporter drops events silently

Priority: P2

Resiliency Related: No

Issue: `azure-monitor-opentelemetry` configuration and `track_event` calls return without raising on exporter failure, so live metrics blackouts during incidents look identical to a healthy boot. Silent-drop behaviour is the same in single-region and active/active topologies. The gap is observability hygiene around exporter health, not regional failover.

File: src/backend/app.py:80-99

```python
import logging
from azure.monitor.opentelemetry import configure_azure_monitor

log = logging.getLogger(__name__)
cs = os.environ.get(""APPLICATIONINSIGHTS_CONNECTION_STRING"")
if cs:
 try:
 configure_azure_monitor(connection_string=cs)
 except Exception as ex:
 log.error(""telemetry.exporter.init_failed"", exc_info=ex)
else:
 log.warning(""telemetry.degraded=true reason=missing_connection_string"")
```

Recommended Fix: Wrap `configure_azure_monitor` in a try/except block that logs an ERROR with the exception, treat `APPLICATIONINSIGHTS_CONNECTION_STRING` as optional with a clear degraded-mode startup banner, and add a periodic exporter heartbeat task whose state is reflected in `/healthz`.","Wrap `configure_azure_monitor` in a try/except block that logs an ERROR with the exception, treat `APPLICATIONINSIGHTS_CONNECTION_STRING` as optional with a clear degraded-mode startup banner, and add a periodic exporter heartbeat task whose state is reflected in `/healthz`.","resiliency;P2-011"
"P2-012: Pinned Microsoft Python SDKs and version drift","Task","3","3 - Medium","New","Finding: P2-012: Pinned Microsoft Python SDKs and version drift

Priority: P2

Resiliency Related: No

Issue: `src/backend/requirements.txt`, `src/mcp_server/requirements.txt`, and operator scripts under `infra/scripts/` pin different versions of `azure-identity` and related Microsoft SDKs (for example `azure-identity==1.24.0` in the backend versus `1.19.0` in MCP), and some entries are beta releases such as `azure-ai-inference==1.0.0b9`. This behaves identically in single-region and active/active deployments — version drift and yank risk affect rebuilds, not runtime in either region. Drift also leaves failover semantics inconsistent across components.

File: src/backend/requirements.txt:3-6

```text
fastapi==0.116.1
uvicorn==0.35.0
azure-cosmos==4.9.0
azure-monitor-opentelemetry==1.8.5
azure-monitor-events-extension==0.1.0
azure-identity==1.24.0
python-dotenv==1.1.1
```

Recommended Fix: Introduce a top-level `constraints.txt` referenced by every `requirements.txt`, move beta pins to GA where available, and mirror critical wheels to a private feed (cross-ref P3-007) so rebuilds do not depend on PyPI availability.","Introduce a top-level `constraints.txt` referenced by every `requirements.txt`, move beta pins to GA where available, and mirror critical wheels to a private feed (cross-ref P3-007) so rebuilds do not depend on PyPI availability.","resiliency;P2-012"
"P2-013: GitHub Actions tag-pinned, not SHA-pinned","Task","3","3 - Medium","New","Finding: P2-013: GitHub Actions tag-pinned, not SHA-pinned

Priority: P2

Resiliency Related: No

Issue: Every reusable GitHub Action in `.github/workflows/` is referenced by a moving tag (for example `actions/checkout@v4`, `Azure/setup-azd@v2`, `azure/login@v2`) rather than by an immutable commit SHA. This behaves identically in single-region and active/active deployments — tag mutability is a CI/CD concern, not a runtime resiliency one. A compromised or retagged action could ship arbitrary code into the next build without any code change in this repository.

File: .github/workflows/azure-dev.yml:26

```yaml
steps:
 - name: Checkout Code
 uses: actions/checkout@v4

 - name: Install azd
 uses: Azure/setup-azd@v2

 - name: Login to Azure
 uses: azure/login@v2
 with:
 client-id: ${{ secrets.AZURE_CLIENT_ID }}
 tenant-id: ${{ secrets.AZURE_TENANT_ID }}
```

Recommended Fix: Replace every `uses: org/action@vN` reference with `uses: org/action@<full-40-char-sha> # vN`, document the bump policy in `CONTRIBUTING.md`, and add a CI check (for example `zgosalvez/github-actions-ensure-sha-pinned-actions`) that fails on non-SHA pins. Track Microsoft-owned actions on a separate (faster) cadence than third-party.","Replace every `uses: org/action@vN` reference with `uses: org/action@<full-40-char-sha> # vN`, document the bump policy in `CONTRIBUTING.md`, and add a CI check (for example `zgosalvez/github-actions-ensure-sha-pinned-actions`) that fails on non-SHA pins. Track Microsoft-owned actions on a separate (faster) cadence than third-party.","resiliency;P2-013"
